timestamp,src,dest,src_port,dest_port,freq,avg_ttl,avg_sz,std_sz,avg_del,std_del
1549657547,52.94.232.50,192.168.1.2,443,51494,14,226.43,431.21,594.38,21585.08,36111.71
1549657550,192.168.1.2,52.94.232.50,51494,443,6,64,1240,587.88,29546,20231.14
1549657550,192.168.1.8,34.249.225.142,55069,443,2,64,228.5,249.61,19923,0
1549657550,34.249.225.142,192.168.1.8,443,55069,1,235,99,0,0,0
1549657553,192.168.1.2,17.252.60.30,49817,5223,16,64,362.94,522.65,8441.93,8501.33
1549657553,34.249.225.142,192.168.1.8,443,55069,2,235,99,0,1182658,0
1549657553,192.168.1.5,104.198.46.246,52923,56700,3,64,96.67,49.07,518614,166690.52
1549657562,192.168.1.8,34.249.225.142,55069,443,6,64,228.67,193.53,337718.4,515280.34
1549657562,104.198.46.246,192.168.1.2,56700,49818,2,53,169,0,402048,0
1549657562,104.198.46.246,192.168.1.5,56700,52923,2,53,40,0,400709,0
1549657565,192.168.1.8,34.249.225.142,55069,443,4,64,229,204.38,416140.33,687015.08
1549657565,192.168.1.14,172.217.168.227,41804,443,2,64,182.5,184.55,21061,0
1549657565,172.217.168.227,192.168.1.14,443,41804,1,122,212,0,0,0
1549657568,192.168.1.2,40.114.241.141,51495,443,3,64,354,273.5,18386,25393.62
1549657568,192.168.1.14,172.217.168.227,41803,443,2,64,182.5,184.55,23894,0
