ip_sum_freq,ip_sum_sz,ip_destp_mode,ip_destp_least,ip_avg_freq,ip_avg_sz,ip_std_sz,ip_avg_ttl,ip_avg_delay,ip_std_delay,ip_std_freq,wifi_sum_freq,wifi_sum_sz,wifi_subtype_mode,wifi_type_least,wifi_avg_freq,wifi_avg_sz,wifi_avg_rssi,wifi_std_rssi,wifi_avg_delay,wifi_std_delay,wifi_std_freq,zb_sum_freq,zb_sum_sz,zb_type_mode,zb_type_least,zb_avg_freq,zb_avg_sz,zb_std_sz,zb_avg_delay,zb_std_delay,zb_std_freq,audio_freq,audio_avg_rms,audio_std_rms,avg_db,std_db,activity
5,260,5223,50000,1,86,28,69,3,0,0,34,495,8,8,17,247,-3,0,55,59,13,29,52,2,0,9,17,0,151,28,6,207,3.07,0.65,11,8.83,1
3,183,443,50000,1,91,17,149,10,0,0,31,193,8,8,31,193,-3,0,102,104,0,13,120,2,1,4,40,0,89,25,4,207,2.88,0.49,12,9.3,1
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,23,116,2,3,7,38,0,177,89,4,0,0,0,10,8.02,1
1,40,5222,5222,1,40,0,64,0,0,0,36,495,8,8,18,247,-3,0,56,61,12,18,116,2,3,6,38,0,82,0,5,207,3.12,0.66,13,9.31,1
0,0,0,0,0,0,0,0,0,0,0,20,193,8,8,20,193,-3,0,107,113,0,11,126,2,1,3,42,3,163,47,3,206,4.64,4.68,10,7.46,1
3,239,50000,50000,1,119,52,58,226,0,0,30,193,8,8,30,193,-3,0,102,104,0,30,52,2,0,10,17,0,147,24,6,0,0,0,15,9.59,1
8,147,5222,50000,2,49,5,68,9,7,1,31,193,8,8,31,193,-3,0,102,104,0,28,52,2,0,9,17,0,157,15,5,207,3.04,1.49,12,8.43,1
8,232,50000,50000,2,77,48,56,118,31,0,36,495,8,8,18,247,-3,0,59,67,11,15,116,2,3,5,38,0,168,0,4,206,3.12,1.44,12,7.91,1
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,13,155,2,2,4,51,0,81,0,4,0,0,0,14,9.02,1
5,228,5223,5223,1,76,19,121,13,0,0,30,193,8,8,30,193,-3,0,102,104,0,27,52,2,0,9,17,0,156,21,5,207,2.7,0.55,12,8.32,1
10,376,443,50000,5,188,174,149,661,1258,1,40,495,8,8,20,247,-3,0,54,58,11,28,52,2,0,9,17,0,156,18,5,207,2.63,0.83,12,9.31,1
4,393,50000,443,1,131,83,60,9,0,0,29,495,8,8,14,247,-3,0,56,52,12,4,220,1,3,1,73,0,17,0,0,0,0,0,15,10.42,1
0,0,0,0,0,0,0,0,0,0,0,29,669,8,8,9,223,-2,0,40,34,10,29,94,0,0,9,31,0,201,269,10,203,15.25,19.25,14,9.42,1
2,165,50000,50000,1,82,0,58,0,0,0,36,495,8,8,18,247,-3,0,54,57,9,13,151,2,2,4,50,1,93,27,4,205,6.03,4.23,11,8.14,1
5,233,443,50000,1,77,33,178,6,6,0,26,193,8,8,26,193,-3,0,102,104,0,13,120,2,1,4,40,0,89,24,4,0,0,0,12,8.5,1
18,1216,0,0,6,405,447,235,29,55,4,37,495,8,8,18,247,-3,0,54,57,11,23,52,2,0,7,17,0,179,71,4,206,7.22,7.54,11,8.13,1
13,851,0,0,4,283,243,230,43,21,3,31,193,8,8,31,193,-3,0,102,104,0,13,170,2,2,4,56,0,89,45,4,207,3.76,1.64,13,8.88,1
12,478,50000,443,4,159,145,64,292,434,1,41,797,5,8,13,265,-3,0,38,41,11,17,120,2,1,5,40,0,76,23,5,0,0,0,13,8.87,1
12,1013,443,50000,4,337,289,178,572,277,1,31,193,8,8,31,193,-3,0,102,104,0,9,149,3,3,3,49,0,247,273,1,206,3.49,1.68,14,10.16,1
20,1291,443,50000,6,430,363,139,97,119,2,30,193,8,8,30,193,-3,0,102,104,0,20,115,2,1,6,38,0,193,193,4,207,2.84,0.41,11,8.28,1
6,1097,50000,50000,2,365,225,78,79,48,1,35,653,8,8,11,217,-3,0,41,47,12,18,115,2,1,6,38,0,220,230,5,207,2.81,0.73,13,9.42,1
4,332,50000,443,1,110,18,121,8,0,0,30,193,8,8,30,193,-3,0,102,104,0,26,114,2,1,8,38,1,243,330,3,0,0,0,12,9.21,1
13,431,443,50000,4,143,82,60,17,14,4,20,193,8,8,20,193,-3,0,102,105,0,12,78,2,2,4,26,0,272,272,2,207,2.64,0.49,11,8.09,1
0,0,0,0,0,0,0,0,0,0,0,35,495,8,8,17,247,-3,0,56,60,13,18,159,2,2,6,53,0,305,132,5,0,0,0,11,8.67,1
5,197,5223,5223,1,65,19,82,6,0,0,34,495,8,8,17,247,-3,0,61,52,15,43,120,2,1,14,40,0,77,45,10,207,2.91,0.58,13,9.91,1
11,351,443,50000,3,117,79,61,121,182,1,20,193,8,8,20,193,-3,0,102,105,0,23,52,2,0,7,17,0,494,35,4,207,3.81,1.3,16,11.22,1
10,348,443,50000,3,116,83,116,192,223,1,47,797,5,8,15,265,-3,0,41,47,17,18,115,2,1,6,38,0,254,243,4,206,4.26,2.96,11,8.18,1
0,0,0,0,0,0,0,0,0,0,0,30,653,8,8,10,217,-3,0,48,54,9,30,97,0,0,10,32,0,36,33,12,0,0,0,13,8.74,1
11,177,9002,50000,5,88,81,64,15,18,0,26,193,8,8,26,193,-3,0,102,104,0,14,159,3,2,4,53,0,88,21,5,207,5.26,2.64,11,7.87,1
13,443,443,50000,4,147,92,121,31,12,4,35,495,8,8,17,247,-3,0,52,53,12,23,26,2,2,11,13,0,257,39,0,207,3.38,1.36,12,9.49,1
15,826,443,50000,5,275,278,104,80,86,3,36,495,8,8,18,247,-3,0,53,54,13,15,78,2,2,5,26,0,81,0,5,0,0,0,12,8.34,1
7,422,443,50000,2,140,101,60,76,143,1,30,193,8,8,30,193,-3,0,102,104,0,13,120,2,1,4,40,0,97,33,4,206,4.35,3.56,12,8.71,1
6,329,443,50000,3,164,102,149,1721,731,1,26,193,8,8,26,193,-3,0,102,104,0,10,78,2,2,3,26,0,81,0,3,206,3.52,2.01,12,8.08,1
13,430,443,50000,4,143,82,60,21,14,4,30,495,8,8,15,247,-3,0,52,54,12,11,165,2,2,3,55,0,110,30,3,0,0,0,14,9.72,1
11,1271,443,50000,3,423,272,104,16,12,3,37,653,8,8,12,217,-3,0,36,38,12,7,156,1,2,2,52,1,323,448,0,207,4.49,1.83,12,8.17,1
7,404,50000,443,2,134,147,60,328,1,0,31,193,8,8,31,193,-3,0,102,104,0,17,117,2,1,5,39,1,255,239,4,206,3.5,2.13,12,8.14,1
5,203,443,50000,1,67,18,174,25,0,0,32,495,8,8,16,247,-3,0,52,52,14,17,115,2,1,5,38,1,98,0,5,0,0,0,12,8.64,1
9,370,443,50000,3,123,88,64,197,216,2,31,193,8,8,31,193,-3,0,102,104,0,15,115,2,2,5,38,1,95,24,4,207,3.25,1.53,12,8.37,1
33,693,5223,50000,11,231,337,118,6,8,7,30,193,8,8,30,193,-3,0,102,104,0,29,89,0,0,9,29,1,182,255,10,206,5.53,7.44,13,9.47,1
9,327,443,50000,4,163,96,149,863,326,1,27,193,8,8,27,193,-3,0,102,104,0,36,90,3,3,12,30,0,125,63,9,0,0,0,9,8.07,1
8,394,443,8883,2,131,74,121,556,227,0,37,495,8,8,18,247,-3,0,54,58,11,20,152,1,2,6,50,2,368,473,3,207,5.24,10.38,15,9.94,1
5,400,443,443,1,133,94,57,15,0,0,35,653,8,8,11,217,-3,0,40,34,13,17,115,2,1,5,38,1,274,266,3,206,3.59,1.75,12,8.54,1
6,328,443,50000,3,164,102,149,1641,697,1,25,193,8,8,25,193,-3,0,102,104,0,6,157,1,2,2,52,0,138,228,1,0,0,0,13,8.7,1
6,328,443,50000,3,164,102,149,826,343,1,40,495,8,8,20,247,-3,0,54,57,8,16,153,2,2,5,51,1,88,0,5,207,3.59,1.67,11,8.37,1
3,327,443,50000,1,163,124,149,10,0,0,30,193,8,8,30,193,-3,0,102,104,0,12,78,2,2,4,26,0,108,57,4,206,5.39,4.74,12,8.93,1
6,327,443,50000,3,163,102,149,858,358,1,30,193,8,8,30,193,-3,0,102,104,0,14,154,2,2,4,51,1,311,335,3,0,0,0,12,8.43,1
5,372,443,50000,1,124,92,174,88,0,0,34,495,8,8,17,247,-3,0,55,58,13,14,78,2,2,4,26,0,89,24,5,206,4.82,5.95,12,8.54,1
28,1180,9002,50000,9,393,455,118,12,16,2,37,653,5,5,12,217,-3,0,38,36,12,18,158,2,2,6,52,1,227,229,5,205,8.36,9,13,8.67,1
21,589,443,50000,7,196,221,182,62,140,5,31,193,8,8,31,193,-3,0,102,104,0,3,121,2,3,1,40,0,0,0,0,207,3.48,1.24,11,8.84,1
7,339,443,50000,2,113,98,121,28,28,1,31,495,8,8,15,247,-3,0,51,52,14,25,90,2,2,8,30,0,170,24,5,0,0,0,11,7.98,1
6,753,50000,50000,2,251,218,78,25,32,1,40,495,8,8,20,247,-3,0,54,56,11,15,90,0,0,5,30,0,76,51,5,207,3.28,0.91,13,8.35,1
6,393,443,50000,2,131,68,60,139,229,1,37,797,5,8,12,265,-3,0,38,35,12,23,94,2,2,7,31,0,163,49,4,207,3.24,0.97,12,8.48,1
6,393,443,50000,2,131,68,60,138,225,1,21,193,8,8,21,193,-3,0,102,105,0,14,134,2,1,4,44,2,176,0,4,0,0,0,12,8.46,1
5,452,50000,443,1,150,83,121,70,0,0,35,495,8,8,17,247,-3,0,52,54,14,23,175,1,2,7,58,7,300,261,3,205,5.9,5.16,13,8.21,1
3,328,443,50000,1,164,125,149,10,0,0,27,193,8,8,27,193,-3,0,102,104,0,17,78,2,2,5,26,0,89,24,4,206,5.14,3.6,17,9.54,1
9,327,443,50000,4,163,96,149,859,326,1,30,193,8,8,30,193,-3,0,102,104,0,16,157,1,2,5,52,1,88,0,5,0,0,0,12,9.06,1
8,348,443,50000,2,116,86,116,157,228,0,33,495,8,8,16,247,-3,0,52,52,14,4,127,3,3,1,42,1,6,0,0,207,3.29,0.61,13,8.58,1
6,327,443,50000,3,163,102,149,1642,697,1,32,495,5,5,16,247,-3,0,52,52,14,23,152,1,2,7,50,2,413,427,2,207,4.9,3.68,13,9.32,1
6,327,443,50000,3,163,101,149,822,342,1,31,193,8,8,31,193,-3,0,102,104,0,18,115,2,1,6,38,1,231,245,2,0,0,0,11,8.51,1
9,327,443,50000,4,163,96,149,530,592,1,32,495,8,8,16,247,-3,0,56,52,14,18,153,2,2,6,51,0,357,465,5,206,4.6,5.16,13,9.18,1
5,394,8883,8883,1,131,90,121,18,0,0,37,495,8,8,18,247,-3,0,57,64,11,17,89,2,2,5,29,0,220,230,4,205,3.69,2.18,12,8.78,1
33,624,443,50000,11,208,215,182,9,9,9,25,653,8,8,8,217,-3,0,40,35,8,11,162,1,2,3,54,0,101,37,3,0,0,0,10,7.87,1
12,989,443,50000,4,329,308,178,14,15,3,30,193,8,8,30,193,-3,0,102,104,0,16,115,2,1,5,38,1,96,1,5,205,6.87,7.92,11,8.37,1
31,528,443,50000,10,176,217,178,9,13,8,41,495,8,8,20,247,-3,0,53,55,11,26,26,2,2,13,13,0,226,41,1,205,3.2,1.73,13,8.75,1
20,368,0,0,6,122,85,198,3,5,4,31,193,8,8,31,193,-3,0,102,104,0,15,78,2,2,5,26,0,81,0,5,0,0,0,12,8.87,1
6,393,443,50000,2,131,68,60,143,237,1,29,193,8,8,29,193,-3,0,102,104,0,24,94,2,2,8,31,0,156,45,4,206,5.13,5.13,12,9.1,1
10,508,443,50000,3,169,153,178,424,14,0,36,495,8,8,18,247,-3,0,53,55,14,13,120,2,2,4,40,0,89,25,4,205,4.8,5.41,14,9.27,1
8,458,50000,443,2,152,139,119,36,5,1,25,193,8,8,25,193,-3,0,102,104,0,18,158,2,2,6,52,1,236,254,4,203,2.39,1.22,12,8.89,1
3,327,443,50000,1,163,124,149,10,0,0,32,193,8,8,32,193,-3,0,102,104,0,17,158,2,2,5,52,1,223,233,4,0,0,0,14,10.35,1
5,458,443,50000,1,152,138,121,17,0,0,30,193,8,8,30,193,-3,0,102,104,0,17,116,2,3,5,38,0,76,22,5,191,1.68,0.71,11,8.88,1
24,996,443,50000,8,332,224,84,85,33,9,46,797,5,8,15,265,-3,0,37,39,11,15,115,2,1,5,38,1,86,0,4,196,1.75,0.74,13,9,1
8,394,443,50000,2,131,64,60,165,216,2,19,193,8,8,19,193,-3,0,108,113,0,10,120,2,1,3,40,0,92,29,3,0,0,0,12,9.09,1
5,809,443,50000,2,404,458,149,280,122,0,29,193,8,8,29,193,-3,0,102,104,0,16,115,2,1,5,38,1,88,0,5,205,2.68,1.79,12,8.5,1
7,236,50000,50000,2,78,5,178,0,0,1,42,797,5,8,14,265,-3,0,38,41,11,16,114,2,1,5,38,0,362,256,4,205,2.05,0.61,12,8.22,1
11,155,443,50000,3,51,6,178,13,26,0,31,193,8,8,31,193,-3,0,102,104,0,15,118,2,1,5,39,0,81,0,5,0,0,0,13,8.35,1
3,116,443,443,1,58,0,93,113,0,0,30,193,8,8,30,193,-3,0,102,104,0,5,171,1,1,1,57,0,1,0,0,202,2.07,0.71,10,7.85,1
5,202,8883,8883,1,67,7,174,27,15,0,38,495,8,8,19,247,-3,0,54,56,12,21,52,2,0,7,17,0,163,35,4,197,1.94,0.78,11,8.17,1
38,841,8883,50000,12,280,171,178,217,354,14,29,193,8,8,29,193,-3,0,105,109,0,33,52,2,0,11,17,0,155,52,7,0,0,0,11,8.93,1
13,301,50000,443,4,100,87,64,10,12,1,30,193,8,8,30,193,-3,0,102,104,0,14,120,2,1,4,40,0,88,23,5,202,2.62,1.54,13,10.24,1
143,1433,0,0,47,477,297,171,49,53,61,30,193,8,8,30,193,-3,0,102,104,0,18,116,2,3,6,38,0,82,0,5,188,1.44,0.62,14,10.66,1
188,242,8411,50000,62,80,53,60,174,8,85,25,495,8,8,12,247,-3,0,52,54,7,11,116,2,3,3,38,0,71,28,3,0,0,0,13,12.98,1
116,307,443,50000,38,102,58,178,474,202,50,36,495,8,8,18,247,-3,0,52,54,13,13,78,2,9,4,26,0,97,51,4,188,2.69,3.3,14,10.34,1
205,1402,443,50000,68,467,185,60,68,8,94,30,193,8,8,30,193,-3,0,102,104,0,20,115,2,1,6,38,0,246,217,4,200,2.43,1.5,15,11.8,1
22,1364,443,50000,7,454,173,180,13,18,4,40,797,5,8,13,265,-3,0,39,38,12,15,115,2,1,5,38,1,93,24,4,0,0,0,14,10.72,1
18,423,8883,50000,6,141,130,121,157,299,1,31,193,8,8,31,193,-3,0,102,104,0,15,115,2,1,5,38,1,87,0,4,186,1.54,0.85,15,10.76,1
5,352,443,50000,1,117,98,121,19,26,0,30,193,8,8,30,193,-3,0,102,104,0,5,162,3,3,1,54,2,82,0,0,196,1.77,0.81,13,9.97,1
26,267,443,50000,8,89,113,116,10,2,9,26,193,8,8,26,193,-3,0,102,104,0,15,116,2,3,5,38,0,81,0,5,0,0,0,14,9.31,1
3,328,443,50000,1,164,125,149,10,0,0,44,495,5,5,22,247,-3,0,55,59,11,21,91,0,0,7,30,0,124,37,4,203,3.17,3.19,13,9.8,1
3,327,443,50000,1,163,124,149,10,0,0,48,653,8,8,16,217,-3,0,40,39,11,14,120,2,1,4,40,0,88,21,5,200,10.31,12.04,13,8.59,1
4,1751,443,50000,1,583,270,104,11,0,0,31,193,8,8,31,193,-3,0,102,104,0,14,78,2,4,4,26,0,89,24,5,200,2.2,1.53,12,8.4,1
11,739,443,50000,3,246,223,141,10,6,3,29,495,8,8,14,247,-3,0,54,58,5,12,152,1,2,4,50,2,100,0,2,0,0,0,11,8.63,1
4,171,443,443,1,57,7,178,0,0,0,30,193,8,8,30,193,-3,0,105,109,0,13,120,2,1,4,40,0,97,50,4,206,5.2,5.3,12,8.68,1
25,1156,50000,50000,8,385,389,114,28,35,6,30,193,8,8,30,193,-3,0,102,104,0,25,52,2,0,8,17,0,179,49,5,206,2.55,1.34,11,8.1,1
23,935,50000,50000,7,311,267,176,57,114,5,44,495,8,8,22,247,-3,0,53,55,9,29,52,2,0,9,17,0,158,37,5,0,0,0,13,8.89,1
17,767,443,50000,5,255,292,127,61,117,3,30,193,8,8,30,193,-3,0,102,104,0,27,52,2,0,9,17,0,150,23,5,203,2.92,2.03,12,8.43,1
16,442,80,50000,5,147,142,123,147,237,1,30,193,8,8,30,193,-3,0,105,109,0,3,171,1,1,1,57,0,0,0,0,195,2.15,1.99,12,8.85,1
81,173,443,50000,27,57,33,171,27,11,35,30,495,8,8,15,247,-3,0,52,54,12,16,148,1,2,5,49,1,87,7,4,0,0,0,14,10.07,1
11,177,9002,50000,5,88,81,64,15,18,0,31,193,8,8,31,193,-3,0,102,104,0,18,90,3,3,6,30,0,46,46,7,203,8.82,9.49,11,8.43,1
6,221,443,50000,2,73,22,115,167,0,0,30,193,8,8,30,193,-3,0,102,104,0,14,120,2,1,4,40,0,88,23,5,195,4.04,4.82,13,9.21,1
4,170,0,0,1,56,12,136,0,0,0,26,193,8,8,26,193,-3,0,102,104,0,23,52,2,0,7,17,0,155,20,4,0,0,0,12,7.92,1
29,1480,443,50000,9,493,492,118,29,34,1,33,797,5,8,11,265,-3,0,38,36,10,15,154,3,2,5,51,0,81,0,5,189,6.81,8.46,13,9.85,1
0,0,0,0,0,0,0,0,0,0,0,25,193,8,8,25,193,-3,0,102,104,0,13,120,2,1,4,40,0,89,25,4,189,2.44,1.93,12,8.6,1
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,15,116,2,3,5,38,0,81,0,5,0,0,0,12,8.98,1
7,342,443,50000,2,114,88,121,23,22,0,37,495,8,8,18,247,-3,0,54,57,11,27,52,2,0,9,17,0,163,34,5,196,2.43,1.74,13,9.07,1
15,301,443,50000,5,100,57,121,14,2,4,31,193,8,8,31,193,-3,0,102,104,0,10,148,2,0,3,49,0,105,39,3,203,5.14,7.41,12,9.31,1
3,327,443,50000,1,163,124,149,10,0,0,30,193,8,8,30,193,-3,0,102,104,0,17,116,2,3,5,38,0,64,33,6,0,0,0,12,8.78,1
6,201,443,50000,2,67,12,121,101,0,0,41,495,8,8,20,247,-3,0,54,57,12,13,78,2,10,4,26,0,98,34,4,196,2.3,1.82,11,8.98,1
3,151,443,50000,1,75,11,150,46,0,0,31,495,8,8,15,247,-3,0,51,52,14,17,115,2,1,5,38,1,95,0,5,187,1.52,0.72,11,8.15,1
2,104,443,443,1,52,0,149,0,0,0,26,193,8,8,26,193,-3,0,102,104,0,5,117,3,2,1,39,0,47,38,0,188,2.06,3.08,12,8.94,1
5,686,443,50000,1,228,227,121,14,0,0,22,495,8,8,11,247,-3,0,61,52,9,11,78,2,2,3,26,0,102,37,3,0,0,0,13,9.54,1
8,400,443,443,2,133,111,60,306,227,0,46,495,8,8,23,247,-3,0,54,56,8,13,158,2,2,4,52,0,81,0,4,205,3.47,1.57,14,9.55,1
0,0,0,0,0,0,0,0,0,0,0,26,193,8,8,26,193,-3,0,102,104,0,3,163,1,1,1,54,0,0,0,0,0,0,0,13,9.2,1
3,205,50000,50000,1,68,0,119,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,19,115,2,1,6,38,0,193,223,4,207,4.45,2.27,12,8.93,1
6,395,443,50000,2,131,99,117,88,24,0,32,495,8,8,16,247,-3,0,52,52,14,14,78,2,11,4,26,0,89,24,5,207,3.98,0.63,12,8.88,1
7,378,443,50000,2,126,75,121,145,226,1,31,193,8,8,31,193,-3,0,102,104,0,27,52,2,0,9,17,0,157,17,5,207,4.49,1.14,11,8.21,1
4,364,443,50000,1,121,83,121,6,0,0,40,495,8,8,20,247,-3,0,53,54,13,15,115,2,1,5,38,1,101,23,4,0,0,0,13,9.69,1
13,191,443,50000,4,63,23,124,31,11,1,37,797,5,8,12,265,-3,0,35,37,10,16,153,2,2,5,51,0,220,227,4,206,5.76,4.2,11,9.42,1
6,203,50000,50000,2,67,32,117,33,1,0,31,193,8,8,31,193,-3,0,102,104,0,14,115,2,1,4,38,1,86,0,4,205,8.11,12.98,12,9.09,1
3,278,8883,8883,1,92,0,117,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,14,117,2,3,4,39,0,199,25,4,0,0,0,12,9.32,1
4,192,443,50000,1,64,7,141,0,0,0,21,193,8,8,21,193,-3,0,102,105,0,15,115,2,1,5,38,0,164,142,3,207,3.84,0.77,12,9.04,1
3,255,50000,8883,1,85,0,116,0,0,0,20,193,8,8,20,193,-3,0,102,105,0,19,52,2,0,6,17,0,145,25,3,0,0,0,11,9.19,1
0,0,0,0,0,0,0,0,0,0,0,26,193,8,8,26,193,-3,0,102,104,0,13,116,2,1,4,38,0,81,0,4,205,5.74,4.77,12,8.66,1
4,156,5223,50000,2,78,37,60,10,0,0,33,797,5,8,11,265,-3,0,40,39,12,11,116,2,1,3,38,0,121,112,3,202,12.87,14.9,13,9.28,1
11,350,443,50000,3,116,78,61,165,216,1,34,495,8,8,17,247,-3,0,52,53,13,38,89,0,0,12,29,0,235,262,13,0,0,0,13,8.69,1
5,349,50000,50000,1,116,0,121,331,110,0,30,193,8,8,30,193,-3,0,105,109,0,15,197,3,2,5,65,0,75,21,5,206,5.07,3.98,12,8.65,1
6,327,443,50000,3,163,101,149,1662,694,1,30,193,8,8,30,193,-3,0,102,104,0,6,157,3,4,2,52,1,277,454,1,206,4.84,3.13,14,9.21,1
9,328,443,50000,4,164,96,149,863,326,1,35,495,8,8,17,247,-3,0,55,59,13,18,128,2,3,6,42,2,237,266,5,0,0,0,13,9.01,1
7,229,443,50000,2,76,8,180,465,40,0,29,193,8,8,29,193,-3,0,109,114,0,28,89,0,0,9,29,0,181,270,9,206,5.71,4.96,10,9.15,1
5,387,443,50000,1,129,92,173,15,0,0,28,193,8,8,28,193,-3,0,102,104,0,15,115,2,3,5,38,1,232,267,3,207,2.4,0.55,12,9.53,1
9,379,443,50000,3,126,72,121,195,217,2,38,495,8,8,19,247,-3,0,55,59,10,5,165,3,2,1,55,1,204,270,0,0,0,0,14,10.79,1
7,434,443,8883,2,144,82,121,54,42,0,26,193,8,8,26,193,-3,0,102,104,0,11,152,3,2,3,50,2,117,33,2,206,3.16,1.79,12,8.74,1
7,311,443,50000,3,155,115,149,516,777,0,30,193,8,8,30,193,-3,0,102,104,0,16,115,2,3,5,38,1,88,0,5,205,7.86,9.29,12,8.37,1
8,392,443,443,2,130,107,60,441,228,0,30,193,8,8,30,193,-3,0,105,109,0,16,115,2,3,5,38,0,286,329,3,0,0,0,12,8.59,1
21,998,443,50000,10,499,454,150,44,59,1,33,495,8,8,16,247,-3,0,54,56,12,16,120,2,3,5,40,0,75,21,6,205,6.82,4.98,13,8.33,1
4,172,50000,50000,2,86,65,58,244,0,0,31,193,8,8,31,193,-3,0,102,104,0,32,52,2,0,10,17,0,130,56,6,206,4.85,3.04,12,8.37,1
0,0,0,0,0,0,0,0,0,0,0,27,193,8,8,27,193,-3,0,102,104,0,14,100,2,2,4,33,3,96,82,4,207,5.02,6.38,11,8.34,1
6,328,443,50000,3,164,102,149,822,342,1,45,797,5,8,15,265,-3,0,39,44,10,21,152,3,2,7,50,2,360,483,4,0,0,0,13,10.54,1
3,327,443,50000,1,163,124,149,10,0,0,31,193,8,8,31,193,-3,0,102,104,0,17,115,2,3,5,38,0,362,475,4,206,5.83,9.72,11,7.88,1
8,348,443,50000,2,116,86,116,291,457,0,30,193,8,8,30,193,-2,0,102,104,0,15,152,3,2,5,50,2,111,25,4,207,3.8,2.84,12,8.65,1
9,407,9002,50000,3,135,104,121,11,5,2,20,193,8,8,20,193,-3,0,107,113,0,7,157,3,2,2,52,1,176,213,1,0,0,0,12,8.71,1
5,394,8883,8883,1,131,90,121,14,0,0,38,495,8,8,19,247,-3,0,57,65,11,5,207,3,1,1,69,1,58,0,0,206,4.58,2.73,11,8.17,1
3,328,443,50000,1,164,125,149,10,0,0,31,193,8,8,31,193,-3,0,102,104,0,14,115,2,3,4,38,1,95,27,4,207,3.79,2.57,11,8.73,1
6,327,443,50000,3,163,101,149,817,340,1,30,193,8,8,30,193,-3,0,102,104,0,18,115,2,2,6,38,0,219,227,5,0,0,0,11,8.35,1
6,327,443,50000,3,163,101,149,821,342,1,33,495,8,8,16,247,-3,0,54,54,14,10,158,3,2,3,52,1,117,189,3,205,4.08,4.42,15,10.1,1
4,349,50000,50000,1,116,0,121,408,0,0,30,193,8,8,30,193,-3,0,102,104,0,13,78,2,4,4,26,0,90,25,4,204,13.92,26.29,11,8.64,1
8,357,443,50000,4,178,152,149,767,1222,1,31,193,8,8,31,193,-3,0,102,104,0,17,123,2,1,5,41,0,78,38,5,0,0,0,13,8.64,1
6,328,443,50000,3,164,102,149,824,343,1,35,495,8,8,17,247,-3,0,53,56,9,10,120,2,3,3,40,0,136,129,2,206,5.14,4.58,10,8.82,1
11,478,443,50000,3,159,160,60,259,160,2,30,193,8,8,30,193,-3,0,102,104,0,21,117,2,3,7,39,1,240,273,6,202,6.76,8.46,12,9.07,1
4,120,443,50000,2,60,28,143,38,0,0,31,193,8,8,31,193,-3,0,102,104,0,15,120,2,3,5,40,0,75,22,5,0,0,0,10,8.26,1
4,172,50000,50000,2,86,65,58,148,0,0,19,193,8,8,19,193,-3,0,108,113,0,17,52,2,0,5,17,0,193,54,3,205,5.11,5.77,13,9.06,1
3,150,8883,50000,1,75,10,149,11,0,0,44,797,5,8,14,265,-3,0,39,44,11,3,169,3,2,1,56,0,0,0,0,205,6.7,7.12,13,9.04,1
22,1699,443,50000,7,566,491,60,13,31,2,31,193,8,8,31,193,-3,0,102,104,0,13,120,2,3,4,40,0,90,26,4,0,0,0,12,8.91,1
128,2766,443,50000,42,922,274,119,83,208,28,32,193,8,8,32,193,-3,0,102,104,0,14,151,2,2,4,50,1,84,1,4,199,2.13,0.92,15,10.04,1
16,338,443,50000,5,112,57,141,831,821,2,37,797,5,8,12,265,-2,0,39,37,8,12,120,2,3,4,40,0,107,112,4,206,3.03,1.44,12,8.51,1
3,327,443,50000,1,163,124,149,11,0,0,23,193,8,8,23,193,-3,0,102,104,0,18,165,2,2,6,55,0,163,0,3,0,0,0,11,8.1,1
8,387,443,50000,2,129,77,121,548,218,0,43,495,8,8,21,247,-3,0,56,51,19,20,115,2,3,6,38,1,82,34,7,203,3.7,3.17,13,8.92,1
5,379,443,50000,1,126,90,121,39,0,0,40,797,5,8,13,265,-3,0,39,38,12,14,124,2,3,4,41,2,265,305,3,204,3.68,4.31,14,11.15,1
3,150,8883,50000,1,75,10,149,11,0,0,32,193,8,8,32,193,-3,0,102,104,0,16,116,2,1,5,38,0,69,29,6,202,4.13,5.58,11,8.28,1
0,0,0,0,0,0,0,0,0,0,0,29,193,8,8,29,193,-3,0,106,109,0,4,163,1,1,1,54,0,0,0,0,0,0,0,15,10.59,1
4,196,50000,50000,2,98,82,58,453,0,0,20,193,8,8,20,193,-3,0,102,105,0,11,152,3,2,3,50,2,100,0,2,204,3.65,3.28,10,7.92,1
0,0,0,0,0,0,0,0,0,0,0,40,495,8,8,20,247,-3,0,55,60,11,5,159,2,2,1,53,0,52,2,0,0,0,0,12,9.36,1
19,321,50000,50000,6,107,45,71,70,11,6,30,193,8,8,30,193,-3,0,102,104,0,16,117,2,1,5,39,0,143,33,4,205,4.2,3.81,13,9.18,1
20,437,443,50000,6,145,168,118,4,7,6,31,193,8,8,31,193,-3,0,102,104,0,15,116,2,1,5,38,0,81,0,5,205,8.3,9.4,12,8.57,1
8,332,443,50000,2,110,68,63,464,228,0,39,495,8,8,19,247,-3,0,54,57,10,12,120,2,3,4,40,0,107,112,4,207,3.51,2.09,11,8.8,1
5,380,443,50000,1,126,83,120,646,0,0,31,193,8,8,31,193,-3,0,102,104,0,28,52,2,0,9,17,0,157,18,5,0,0,0,12,8.59,1
