ip_sum_freq,ip_sum_sz,ip_destp_mode,ip_destp_least,ip_avg_freq,ip_avg_sz,ip_std_sz,ip_avg_ttl,ip_avg_delay,ip_std_delay,ip_std_freq,wifi_sum_freq,wifi_sum_sz,wifi_subtype_mode,wifi_type_least,wifi_avg_freq,wifi_avg_sz,wifi_avg_rssi,wifi_std_rssi,wifi_avg_delay,wifi_std_delay,wifi_std_freq,zb_sum_freq,zb_sum_sz,zb_type_mode,zb_type_least,zb_avg_freq,zb_avg_sz,zb_std_sz,zb_avg_delay,zb_std_delay,zb_std_freq,audio_freq,audio_avg_rms,audio_std_rms,avg_db,std_db,activity
19,430,443,50000,6,143,139,121,22,24,6,30,193,8,8,30,193,-3,0,102,104,0,13,152,3,2,4,50,2,142,112,3,180,1.4,0.68,10,7.49,0
3,327,443,50000,1,163,124,149,11,0,0,30,193,8,8,30,193,-3,0,102,104,0,14,118,2,3,4,39,0,81,2,5,170,1.14,0.62,10,7.92,0
5,259,50000,50000,1,86,51,113,302,0,0,25,495,8,8,12,247,-3,0,56,61,8,10,26,2,2,10,26,0,217,80,0,0,0,0,9,7.09,0
2,80,443,443,1,40,0,143,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,14,52,2,0,4,17,0,295,353,3,184,1.3,0.57,10,8.36,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,105,109,0,17,101,2,2,5,33,3,159,22,5,182,1.28,0.6,8,6.52,0
2,165,50000,50000,1,82,0,58,0,0,0,42,495,8,8,21,247,-3,0,56,60,8,19,52,2,0,6,17,0,239,267,5,0,0,0,10,8.33,0
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,16,97,2,2,5,32,1,265,0,4,176,1.2,0.58,9,7.19,0
5,409,443,50000,1,136,102,117,74,0,0,30,193,8,8,30,193,-3,0,102,104,0,3,169,3,2,1,56,0,0,0,0,167,1.2,0.64,10,7.57,0
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,21,90,2,2,10,45,0,186,64,2,0,0,0,9,8.16,0
3,150,8883,50000,1,75,10,149,11,0,0,37,495,8,8,18,247,-3,0,55,59,11,16,116,2,1,5,38,0,75,39,6,182,1.26,0.58,11,8.03,0
23,596,443,9002,7,198,262,64,75,175,3,30,193,8,8,30,193,-3,0,105,109,0,14,128,2,3,4,42,2,250,273,3,204,2.56,1.09,9,7.25,0
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,15,52,2,0,5,17,0,560,24,4,0,0,0,10,8.17,0
2,165,50000,50000,1,82,0,58,0,0,0,27,495,8,8,13,247,-3,0,54,59,5,8,90,2,2,4,45,0,142,49,3,202,2.18,0.75,10,7.69,0
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,11,78,2,2,3,26,0,121,112,3,198,1.87,0.74,10,7.51,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,20,91,2,2,6,30,0,118,67,5,0,0,0,11,9.62,0
0,0,0,0,0,0,0,0,0,0,0,32,495,8,8,16,247,-3,0,51,52,15,9,90,1,1,3,30,0,248,207,1,195,1.9,0.76,12,9.83,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,14,97,2,2,4,32,1,182,0,4,190,1.67,0.73,12,10.61,0
8,316,443,443,2,105,96,60,335,45,0,31,193,8,8,31,193,-3,0,102,104,0,3,127,2,3,1,42,0,0,0,0,0,0,0,9,7.06,0
3,327,443,50000,1,163,124,149,10,0,0,29,193,8,8,29,193,-3,0,106,109,0,19,89,2,2,6,29,1,98,50,4,196,1.68,0.64,10,8.94,0
3,150,8883,50000,1,75,10,149,12,0,0,34,495,8,8,17,247,-3,0,61,69,13,18,52,2,0,6,17,0,236,149,4,199,1.86,0.75,10,8.17,0
4,120,443,50000,2,60,28,143,37,0,0,26,193,8,8,26,193,-3,0,102,104,0,3,217,3,1,1,72,0,0,0,0,181,1.35,0.65,10,8.29,0
3,328,443,50000,1,164,125,149,10,0,0,20,193,8,8,20,193,-3,0,107,113,0,16,115,2,3,5,38,1,74,31,5,0,0,0,9,6.88,0
5,204,50000,50000,1,68,40,116,162,0,0,34,495,8,8,17,247,-3,0,57,63,14,14,116,2,2,4,38,0,89,24,5,177,1.21,0.61,10,8.05,0
3,151,443,50000,1,75,11,150,46,0,0,30,193,8,8,30,193,-3,0,102,104,0,11,124,2,3,3,41,0,121,112,3,0,0,0,10,7.43,0
3,327,443,50000,1,163,124,149,10,0,0,31,193,8,8,31,193,-3,0,102,104,0,17,152,3,2,5,50,2,94,22,5,156,0.99,0.64,10,7.84,0
2,165,50000,50000,1,82,0,58,0,0,0,34,495,8,8,17,247,-3,0,55,56,12,21,52,2,0,7,17,0,239,296,6,164,1.13,0.65,8,6.64,0
2,140,443,443,1,70,0,150,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,15,97,2,2,5,32,1,264,0,4,149,0.95,0.63,10,7.65,0
3,327,443,50000,1,163,124,149,10,0,0,26,193,8,8,26,193,-3,0,102,104,0,4,115,2,3,1,38,1,16,0,0,0,0,0,10,7.29,0
11,177,9002,50000,5,88,81,64,15,18,0,26,193,8,8,26,193,-3,0,102,104,0,18,91,2,2,9,45,0,193,130,3,145,0.84,0.62,9,7.77,0
3,150,8883,50000,1,75,10,149,12,0,0,37,495,8,8,18,247,-3,0,54,57,11,7,90,1,1,2,30,0,202,198,1,149,0.92,0.63,10,7.71,0
4,120,443,50000,2,60,28,143,32,0,0,31,193,8,8,31,193,-3,0,102,104,0,19,166,2,2,6,55,2,144,147,4,0,0,0,10,7.49,0
6,423,443,50000,2,141,99,117,92,115,0,24,193,8,8,24,193,-3,0,102,104,0,13,115,2,3,4,38,1,87,0,4,157,0.96,0.59,11,9.07,0
5,297,50000,50000,1,99,43,60,302,0,0,39,495,8,8,19,247,-3,0,55,60,11,14,90,2,2,7,45,0,123,2,6,162,0.98,0.53,10,7.25,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,10,162,2,2,3,54,0,69,30,3,0,0,0,10,7.38,0
0,0,0,0,0,0,0,0,0,0,0,25,193,8,8,25,193,-3,0,102,104,0,13,91,2,2,4,30,0,131,27,4,166,1.01,0.57,9,7.5,0
14,558,443,50000,4,186,223,178,12,5,4,39,495,8,8,19,247,-3,0,55,58,10,14,91,1,1,4,30,0,143,229,2,168,1.12,0.62,10,7.93,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,14,158,2,2,4,52,0,88,24,5,0,0,0,10,7.56,0
4,228,50000,50000,2,114,105,58,245,0,0,32,193,8,8,32,193,-3,0,102,104,0,8,165,3,2,2,55,2,149,137,2,158,0.98,0.57,10,7.76,0
0,0,0,0,0,0,0,0,0,0,0,28,193,8,8,28,193,-3,0,106,109,0,14,116,2,2,4,38,0,89,24,5,150,0.91,0.6,9,7.99,0
3,150,8883,50000,1,75,10,149,10,0,0,38,495,8,8,19,247,-3,0,56,63,12,18,52,2,0,6,17,0,265,261,5,0,0,0,10,8.82,0
4,120,443,50000,2,60,28,143,37,0,0,20,193,8,8,20,193,-3,0,102,105,0,13,98,2,2,4,32,0,116,69,3,159,1,0.62,10,7.52,0
0,0,0,0,0,0,0,0,0,0,0,32,495,5,5,16,247,-3,0,52,52,14,13,52,2,0,4,17,0,97,34,4,188,1.42,0.57,10,8.14,0
0,0,0,0,0,0,0,0,0,0,0,38,495,8,8,19,247,-3,0,54,57,11,7,90,1,1,2,30,0,169,322,1,0,0,0,10,7.55,0
3,156,443,443,1,52,0,104,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,16,98,2,2,5,32,0,315,322,4,160,1.06,0.67,10,7.91,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,18,52,2,0,6,17,0,170,83,4,185,1.51,0.67,10,7.94,0
4,243,50000,5223,1,81,12,60,8,0,0,37,495,8,8,18,247,-3,0,55,58,12,18,52,2,0,6,17,0,321,365,5,0,0,0,9,7.22,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,22,118,2,3,7,39,2,141,125,6,180,1.45,0.74,10,7.53,0
4,172,50000,50000,2,86,65,58,453,0,0,30,193,8,8,30,193,-3,0,102,104,0,18,78,2,2,6,26,0,65,32,7,191,1.63,0.68,9,7.86,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,106,109,0,12,90,2,2,6,45,0,134,39,5,198,1.73,0.61,10,8.04,0
3,150,8883,50000,1,75,10,149,10,0,0,34,495,8,8,17,247,-3,0,55,57,12,13,90,1,1,4,30,0,252,243,2,0,0,0,9,7.37,0
4,120,443,50000,2,60,28,143,31,0,0,20,193,8,8,20,193,-3,0,107,113,0,11,183,3,2,3,61,0,167,0,3,180,1.5,0.72,10,8.39,0
0,0,0,0,0,0,0,0,0,0,0,28,193,8,8,28,193,-3,0,109,115,0,17,78,2,12,5,26,0,64,33,6,0,0,0,10,7.32,0
6,186,50000,50000,3,93,61,58,362,300,0,40,495,8,8,20,247,-3,0,59,67,11,6,166,3,2,2,55,8,136,20,0,184,1.36,0.58,10,8.26,0
3,151,443,50000,1,75,11,150,46,0,0,28,193,8,8,28,193,-3,0,108,114,0,3,171,1,1,1,57,0,0,0,0,176,1.3,0.66,12,8.01,0
0,0,0,0,0,0,0,0,0,0,0,38,495,8,8,19,247,-3,0,63,71,12,15,154,1,2,5,51,0,250,210,4,177,1.28,0.66,11,8.38,0
3,183,443,50000,1,91,17,149,9,0,0,37,495,8,8,18,247,-3,0,57,64,11,7,91,1,1,2,30,0,52,34,1,0,0,0,10,7.68,0
0,0,0,0,0,0,0,0,0,0,0,33,495,8,8,16,247,-3,0,53,56,13,21,107,0,0,7,35,0,304,456,5,167,1.2,0.67,11,7.94,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,13,116,2,1,4,38,0,81,0,4,162,1.03,0.57,9,8.12,0
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,11,26,2,2,5,13,0,163,86,4,0,0,0,15,8.47,0
3,150,8883,50000,1,75,10,149,10,0,0,38,797,5,8,12,265,-3,0,46,56,6,10,52,2,0,3,17,0,93,30,3,147,0.93,0.65,10,8.47,0
4,120,443,50000,2,60,28,143,37,0,0,30,193,8,8,30,193,-3,0,102,104,0,13,162,2,2,4,54,0,89,24,4,145,0.9,0.62,10,7.29,0
11,412,9002,50000,3,137,91,121,531,225,1,30,193,8,8,30,193,-3,0,102,104,0,17,115,2,3,5,38,0,214,220,4,0,0,0,10,8.31,0
4,164,50000,50000,2,82,60,58,453,0,0,37,495,8,8,18,247,-3,0,55,60,11,12,52,2,2,4,17,0,108,81,4,153,0.9,0.58,14,8.66,0
3,107,443,50000,1,53,10,93,0,0,0,30,193,8,8,30,193,-3,0,105,109,0,15,162,2,2,5,54,0,81,48,5,144,0.87,0.64,11,8.06,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,13,90,2,2,4,30,0,89,25,4,0,0,0,9,6.98,0
0,0,0,0,0,0,0,0,0,0,0,48,797,5,8,16,265,-3,0,47,53,10,15,116,2,1,5,38,0,81,0,5,170,1.09,0.57,10,8.15,0
2,165,50000,50000,1,82,0,58,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,3,179,3,2,1,59,0,0,0,0,179,1.15,0.57,10,7.89,0
4,196,50000,50000,2,98,82,58,243,0,0,26,193,8,8,26,193,-3,0,102,104,0,12,52,2,0,4,17,0,90,27,4,0,0,0,9,7.73,0
0,0,0,0,0,0,0,0,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,15,90,2,2,5,30,0,74,22,5,196,1.54,0.59,10,7.3,0
3,150,8883,50000,1,75,10,149,12,0,0,34,495,8,8,17,247,-3,0,60,74,8,17,91,2,2,5,30,0,128,41,3,191,1.8,0.91,10,7.94,0
4,120,443,50000,2,60,28,143,32,0,0,31,193,8,8,31,193,-3,0,102,104,0,26,52,2,0,8,17,0,105,83,5,0,0,0,9,7.52,0
3,183,443,50000,1,91,17,149,9,0,0,31,193,8,8,31,193,-3,0,102,104,0,14,90,2,2,4,30,0,81,1,5,191,1.75,0.87,10,8.43,0
2,165,50000,50000,1,82,0,58,0,0,0,44,495,8,8,22,247,-3,0,53,55,8,15,52,2,0,5,17,0,81,1,5,182,1.49,0.74,9,7.08,0
0,0,0,0,0,0,0,0,0,0,0,25,193,8,8,25,193,-3,0,102,104,0,11,162,2,2,3,54,0,100,35,3,0,0,0,9,7.49,0
31,582,443,50000,15,291,461,143,41,50,1,29,193,8,8,29,193,-3,0,106,109,0,15,52,2,0,5,17,0,81,0,5,176,1.22,0.67,10,7.6,0
0,0,0,0,0,0,0,0,0,0,0,42,495,8,8,21,247,-3,0,54,56,9,10,90,1,1,3,30,0,43,29,3,171,1.21,0.64,10,7.65,0
7,405,443,50000,2,135,68,173,112,39,1,34,495,8,8,17,247,-3,0,86,100,13,13,164,2,2,4,54,0,107,27,4,156,1.03,0.66,10,8.26,0
8,456,443,443,2,152,137,60,444,464,0,38,495,8,8,19,247,-3,0,63,75,11,19,111,2,3,6,37,0,243,253,5,0,0,0,10,7.76,0
11,177,9002,50000,5,88,81,64,15,18,0,31,193,8,8,31,193,-3,0,102,104,0,15,90,2,2,5,30,0,81,0,5,154,1.05,0.66,11,8.45,0
3,150,8883,50000,1,75,10,149,10,0,0,29,495,8,8,14,247,-3,0,54,58,7,10,52,2,0,3,17,0,81,0,3,161,1.09,0.62,9,7.19,0
10,226,80,50000,3,75,20,173,441,6,1,28,193,8,8,28,193,-3,0,102,104,0,20,152,3,2,6,50,2,368,473,3,0,0,0,10,7.91,0
0,0,0,0,0,0,0,0,0,0,0,29,193,8,8,29,193,-3,0,106,109,0,14,52,2,0,4,17,0,89,24,5,165,1,0.56,9,7.42,0
5,409,443,50000,1,136,103,117,74,0,0,41,495,8,8,20,247,-3,0,54,56,10,17,153,2,2,5,51,1,81,22,5,162,1.02,0.62,10,8.31,0
0,0,0,0,0,0,0,0,0,0,0,29,193,8,8,29,193,-3,0,106,109,0,16,162,2,2,5,54,0,68,44,6,0,0,0,10,7.4,0
5,379,443,50000,1,126,90,121,37,0,0,30,193,8,8,30,193,-3,0,102,104,0,12,52,2,2,4,17,0,90,27,4,178,1.19,0.56,10,7.92,0
0,0,0,0,0,0,0,0,0,0,0,45,797,5,8,15,265,-3,0,36,37,12,19,91,2,2,6,30,0,186,50,5,189,1.39,0.57,9,7.61,0
3,265,50000,443,1,88,0,121,0,0,0,30,193,8,8,30,193,-3,0,102,104,0,15,162,2,2,5,54,0,81,33,5,0,0,0,10,7.82,0
0,0,0,0,0,0,0,0,0,0,0,31,193,8,8,31,193,-3,0,102,104,0,16,90,2,2,5,30,0,75,22,6,172,1.23,0.64,11,8.58,0
0,0,0,0,0,0,0,0,0,0,0,19,193,8,8,19,193,-3,0,108,113,0,10,52,2,0,3,17,0,81,0,3,176,1.19,0.56,10,7.1,0
3,150,8883,50000,1,75,10,149,11,0,0,38,495,8,8,19,247,-3,0,54,57,12,14,90,2,2,4,30,0,81,0,5,0,0,0,10,7.64,0
4,120,443,50000,2,60,28,143,35,0,0,30,193,8,8,30,193,-3,0,102,104,0,25,52,2,0,8,17,0,103,77,5,178,1.2,0.59,10,7.48,0
